OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
FENGYUN 1C DEB,1999-025DA,2021-03-01T07:28:06.771072,14.26192364,.0032407,99.0385,202.4443,250.9180,169.3947,0,U,29808,999,72987,.60934E-3,.142E-4,0
FENGYUN 1C DEB,1999-025DB,2021-03-01T06:51:50.040576,14.41890055,.0124812,98.8370,303.8786,167.3611,319.1711,0,U,29809,999,74256,.50495E-4,.13E-5,0
FENGYUN 1C DEB,1999-025DC,2021-03-01T10:47:26.420640,14.25631145,.0069834,99.1132,348.5231,357.8499,66.7561,0,U,29810,999,73458,.9528E-4,.184E-5,0
FENGYUN 1C DEB,1999-025DD,2021-03-01T12:54:23.904288,14.25999164,.0074346,99.0169,178.8855,268.3269,90.9393,0,U,29811,999,72903,.92971E-3,.2237E-4,0
FENGYUN 1C DEB,1999-025DE,2021-03-01T08:21:56.843712,13.95192551,.0149526,98.4390,10.8123,181.7725,330.6781,0,U,29812,999,71760,.87187E-4,.91E-6,0
FENGYUN 1C DEB,1999-025DF,2021-03-01T14:28:34.146336,14.08838368,.0013599,98.9186,96.9522,111.5376,47.3004,0,U,29813,999,72655,-.11189E-4,-.63E-6,0
FENGYUN 1C DEB,1999-025DG,2021-03-01T11:32:21.736032,14.47100056,.0054168,99.1433,52.6722,74.0613,79.0679,0,U,29814,999,73992,.44553E-3,.1601E-4,0
FENGYUN 1C DEB,1999-025DH,2021-03-01T13:14:45.668544,14.48897891,.0225156,98.1894,101.5973,149.6909,211.7531,0,U,29815,999,74467,.79657E-4,.363E-5,0
FENGYUN 1C DEB,1999-025DJ,2021-03-01T14:36:40.332096,14.25296485,.0296768,98.9173,192.5640,233.9867,190.7426,0,U,29816,999,73182,.23234E-3,.809E-5,0
FENGYUN 1C DEB,1999-025DK,2021-03-01T02:52:19.106976,14.11468172,.0011369,98.6372,104.9145,327.1938,91.4028,0,U,29817,999,72724,.10225E-3,.143E-5,0
FENGYUN 1C DEB,1999-025DL,2021-03-01T07:27:52.761312,14.02946075,.0115567,98.8879,329.3412,229.5112,245.4637,0,U,29818,999,72297,-.43804E-4,-.116E-5,0
FENGYUN 1C DEB,1999-025DM,2021-03-01T09:09:41.084064,14.00088658,.0196638,98.7809,99.7441,266.4477,160.9030,0,U,29819,999,72155,.32439E-4,.13E-6,0
FENGYUN 1C DEB,1999-025DN,2021-03-01T13:14:45.407616,13.99580668,.0068951,98.9710,93.8268,41.8497,111.5902,0,U,29820,999,72100,.33604E-3,.458E-5,0
FENGYUN 1C DEB,1999-025DP,2021-03-01T14:39:49.665600,14.00035535,.0406257,99.1106,109.3522,317.1575,203.7653,0,U,29821,999,71997,.38564E-4,.58E-6,0
FENGYUN 1C DEB,1999-025DT,2021-03-01T12:48:59.150880,15.09763170,.0110235,98.7683,258.3327,55.2732,305.8816,0,U,29825,999,76522,.13482E-3,.2418E-4,0
FENGYUN 1C DEB,1999-025DV,2021-03-01T12:04:35.310144,14.18574703,.0025849,98.6017,84.3090,332.7044,186.1850,0,U,29827,999,73071,.74114E-4,.111E-5,0
FENGYUN 1C DEB,1999-025DW,2021-03-01T11:31:18.285600,14.02877308,.0062517,98.9332,127.4900,4.4135,127.1104,0,U,29828,999,72204,.31387E-3,.451E-5,0
FENGYUN 1C DEB,1999-025EA,2021-03-01T10:14:55.649472,14.52889698,.0203402,98.9079,46.2730,183.2257,176.7640,0,U,29832,999,74861,.15385E-4,.18E-6,0
FENGYUN 1C DEB,1999-025EB,2021-03-01T07:09:38.374848,14.60026688,.015362,99.0544,188.0133,252.5668,105.8685,0,U,29833,999,74933,.12297E-3,.629E-5,0
FENGYUN 1C DEB,1999-025EC,2021-03-01T06:03:54.502560,15.06997271,.0099469,98.2703,160.5593,247.9290,111.1350,0,U,29834,999,75733,.38923E-3,.6446E-4,0
FENGYUN 1C DEB,1999-025ED,2021-03-01T12:06:42.224832,14.41596087,.0172093,99.1045,64.6188,167.6885,353.6962,0,U,29835,999,74310,.10194E-4,-.18E-6,0
FENGYUN 1C DEB,1999-025EE,2021-03-01T08:55:07.389120,14.44342317,.0179226,98.0749,196.5232,155.2392,228.5128,0,U,29836,999,38272,.83529E-4,.302E-5,0
FENGYUN 1C DEB,1999-025EJ,2021-03-01T12:31:38.543232,14.72972975,.0093406,98.9892,150.6291,305.6417,53.6116,0,U,29840,999,74897,.32682E-3,.218E-4,0
FENGYUN 1C DEB,1999-025EK,2021-03-01T14:23:27.716640,14.39865109,.0219742,98.8766,290.6587,141.4277,250.6932,0,U,29841,999,74142,.46908E-4,.139E-5,0
FENGYUN 1C DEB,1999-025EL,2021-03-01T13:42:14.027616,14.42333414,.0143218,98.7371,86.1801,46.6022,117.0096,0,U,29842,999,74066,.18219E-3,.629E-5,0
FENGYUN 1C DEB,1999-025EM,2021-03-01T07:39:54.999648,14.24500717,.0202566,98.8930,189.9724,295.0242,91.3548,0,U,29843,999,73377,.359E-4,.51E-6,0
FENGYUN 1C DEB,1999-025EN,2021-03-01T11:20:38.098752,14.25720939,.0183254,99.0864,241.7383,181.4519,178.6150,0,U,29844,999,73405,.97475E-4,.225E-5,0
FENGYUN 1C DEB,1999-025EP,2021-03-01T00:18:36.963648,14.21861054,.0083744,98.5943,90.4608,178.8708,198.9516,0,U,29845,999,73247,.77666E-4,.135E-5,0
FENGYUN 1C DEB,1999-025EQ,2021-03-01T13:11:47.937696,14.17793661,.0085128,98.8940,100.5673,273.9309,247.9848,0,U,29846,999,73093,.32738E-4,.23E-6,0
FENGYUN 1C DEB,1999-025ER,2021-03-01T11:56:29.023296,14.01495615,.0084463,98.9034,78.8727,225.7463,294.4276,0,U,29847,999,72251,.22049E-3,.3E-5,0
FENGYUN 1C DEB,1999-025ES,2021-03-01T09:45:29.951424,14.09127954,.0135643,98.2584,32.8591,295.3650,218.8725,0,U,29848,999,72435,.16463E-3,.271E-5,0
FENGYUN 1C DEB,1999-025ET,2021-03-01T04:36:12.576672,13.97916560,.0094024,99.0815,141.8163,193.0579,195.1073,0,U,29849,999,71908,.18586E-3,.229E-5,0
FENGYUN 1C DEB,1999-025EU,2021-03-01T06:14:42.711648,13.92535681,.0112933,98.1176,177.0704,162.7045,216.5570,0,U,29850,999,71654,.36699E-3,.463E-5,0
FENGYUN 1C DEB,1999-025EV,2021-03-01T09:47:26.925792,13.81915955,.0145185,99.6082,39.9707,143.5021,9.6541,0,U,29851,999,71221,.89884E-4,.59E-6,0
FENGYUN 1C DEB,1999-025EW,2021-03-01T08:01:05.475360,13.93315754,.0155099,99.2845,18.0661,234.9918,282.5608,0,U,29852,999,71563,.47821E-3,.644E-5,0
